TimeStamp,Voltage,Current,Ah,Wh,Power,Battery_Temp_degC,Time,Chamber_Temp_degC
6/11/2017 1:57:45 PM,4.1827,0.0,0.0,,0.0,16.998691333333333,0.0,0
6/11/2017 1:58:45 PM,4.18205,0.0,0.0,,0.0,15.064529,60.00000648200512,0
6/11/2017 1:59:45 PM,4.18141,0.0,0.0,,0.0,12.690259666666666,120.00000290572643,0
6/11/2017 2:00:45 PM,4.18077,0.0,0.0,,0.0,9.655824666666666,179.99999932944775,0
6/11/2017 2:01:45 PM,4.18012,0.0,0.0,,0.0,7.093979000000001,240.00200740993023,0
6/11/2017 2:02:45 PM,4.17948,0.0,0.0,,0.0,4.7733222,299.9990064650774,0
6/11/2017 2:03:45 PM,4.17884,0.0,0.0,,0.0,2.8715124000000003,360.0010044872761,0
6/11/2017 2:04:45 PM,4.17819,0.0,0.0,,0.0,1.1734701,419.99899931252,0
6/11/2017 2:05:45 PM,4.17819,0.0,0.0,,0.0,-0.28684850000000006,479.99799996614456,0
6/11/2017 2:06:45 PM,4.17755,0.0,0.0,,0.0,-1.5660438,539.9999979883432,0
6/11/2017 2:07:45 PM,4.17755,0.0,0.0,,0.0,-2.7015459999999996,599.9989986419678,0
6/11/2017 2:08:45 PM,4.17755,0.0,0.0,,0.0,-3.815188,660.002002492547,0
6/11/2017 2:09:45 PM,4.17691,0.0,0.0,,0.0,-4.7472604,719.9980057775974,0
6/11/2017 2:10:45 PM,4.17691,0.0,0.0,,0.0,-5.4130372,780.0020053982735,0
6/11/2017 2:11:45 PM,4.17626,0.0,0.0,,0.0,-6.078803199999999,839.9990044534206,0
6/11/2017 2:12:45 PM,4.17626,0.0,0.0,,0.0,-6.538786,899.999000877142,0
6/11/2017 2:13:45 PM,4.17626,0.0,0.0,,0.0,-6.986662000000001,960.0000031292439,0
6/11/2017 2:14:45 PM,4.17626,0.0,0.0,,0.0,-7.4345488,1019.9999995529652,0
6/11/2017 2:15:45 PM,4.17626,0.0,0.0,,0.0,-7.8945316,1079.9990002065897,0
6/11/2017 2:16:45 PM,4.17626,0.0,0.0,,0.0,-8.1245176,1139.9980008602142,0
6/11/2017 2:17:45 PM,4.17562,0.0,0.0,,0.0,-8.3424076,1200.0020004808903,0
