Timestamp,Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah]
2017-06-11 13:58:45,60.00000648200512,4.18205,0.0,15.064529,0.0
2017-06-11 13:59:45,120.00000290572643,4.18141,0.0,12.690259666666666,0.0
2017-06-11 14:00:45,179.99999932944775,4.18077,0.0,9.655824666666666,0.0
2017-06-11 14:01:45,240.00200740993023,4.18012,0.0,7.093979000000001,0.0
2017-06-11 14:02:45,299.9990064650774,4.17948,0.0,4.7733222,0.0
2017-06-11 14:03:45,360.0010044872761,4.17884,0.0,2.8715124000000003,0.0
2017-06-11 14:04:45,419.99899931252,4.17819,0.0,1.1734701,0.0
2017-06-11 14:05:45,479.99799996614456,4.17819,0.0,-0.28684850000000006,0.0
2017-06-11 14:06:45,539.9999979883432,4.17755,0.0,-1.5660438,0.0
2017-06-11 14:07:45,599.9989986419678,4.17755,0.0,-2.7015459999999996,0.0
2017-06-11 14:08:45,660.002002492547,4.17755,0.0,-3.815188,0.0
2017-06-11 14:09:45,719.9980057775974,4.17691,0.0,-4.7472604,0.0
2017-06-11 14:10:45,780.0020053982735,4.17691,0.0,-5.4130372,0.0
2017-06-11 14:11:45,839.9990044534206,4.17626,0.0,-6.078803199999999,0.0
2017-06-11 14:12:45,899.999000877142,4.17626,0.0,-6.538786,0.0
2017-06-11 14:13:45,960.0000031292439,4.17626,0.0,-6.986662000000001,0.0
2017-06-11 14:14:45,1019.9999995529652,4.17626,0.0,-7.4345488,0.0
2017-06-11 14:15:45,1079.9990002065897,4.17626,0.0,-7.8945316,0.0
2017-06-11 14:16:45,1139.9980008602142,4.17626,0.0,-8.1245176,0.0
2017-06-11 14:17:45,1200.0020004808903,4.17562,0.0,-8.3424076,0.0
2017-06-11 14:18:45,1259.9980037659407,4.17562,0.0,-8.5602976,0.0
2017-06-11 14:19:45,1320.00100761652,4.17562,0.0,-8.7902836,0.0
2017-06-11 14:20:45,1380.0010040402412,4.17562,0.0,-8.7902836,0.0
2017-06-11 14:21:45,1440.00300206244,4.17562,0.0,-9.0323872,0.0
2017-06-11 14:22:45,1500.000001117587,4.17562,0.0,-9.0081736,0.0
2017-06-11 14:23:45,1559.9990017712116,4.17562,0.0,-9.2381704,0.0
2017-06-11 14:24:45,1620.0009997934103,4.17562,0.0,-9.2381704,0.0
2017-06-11 14:25:45,1680.0010062754154,4.17562,0.0,-9.2381704,0.0
2017-06-11 14:26:45,1740.0010026991367,4.17562,0.0,-9.4681564,0.0
2017-06-11 14:27:45,1800.0000033527613,4.17562,0.0,-9.4681564,0.0
2017-06-11 14:28:45,1859.9979981780052,4.17562,0.0,-9.6981532,0.0
2017-06-11 14:29:45,1920.0000062584877,4.17562,0.0,-9.6981532,0.0
2017-06-11 14:30:45,1980.0040058791637,4.17562,0.0,-9.4681564,0.0
2017-06-11 14:31:45,2040.0020007044077,4.17562,0.0,-9.686046399999999,0.0
2017-06-11 14:32:45,2100.002007186413,4.17497,0.0,-9.6981532,0.0
2017-06-11 14:33:45,2159.99900624156,4.17497,0.0,-9.6981532,0.0
2017-06-11 14:34:45,2220.0010042637587,4.17497,0.0,-9.686046399999999,0.0
2017-06-11 14:35:45,2280.000004917383,4.17497,0.0,-9.6739396,0.0
2017-06-11 14:36:45,2340.0000013411045,4.17497,0.0,-9.686046399999999,0.0
2017-06-11 14:37:45,2400.0010035932064,4.17497,0.0,-9.686046399999999,0.0
2017-06-11 14:38:45,2459.9989984184504,4.17497,0.0,-9.6981532,0.0
2017-06-11 14:39:45,2520.001006498933,4.17497,0.0,-9.686046399999999,0.0
2017-06-11 14:40:45,2580.001002922654,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:41:45,2639.999007806182,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:42:45,2700.0010058283806,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:43:45,2760.001002252102,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:44:45,2819.998001307249,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:45:45,2879.998007789254,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:46:45,2940.000005811453,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:47:45,3000.000002235174,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:48:45,3059.9990028887987,4.17497,0.0,-9.940246,0.0
2017-06-11 14:49:45,3120.0010009109974,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:50:45,3180.0010073930025,4.17497,0.0,-9.940246,0.0
2017-06-11 14:51:45,3239.9999979883432,4.17497,0.0,-9.940246,0.0
2017-06-11 14:52:45,3299.998002871871,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:53:45,3360.002002492547,4.17497,0.0,-9.940246,0.0
2017-06-11 14:54:45,3420.000007376075,4.17497,0.0,-10.158135999999999,0.0
2017-06-11 14:55:45,3479.9980022013187,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:56:45,3539.9990044534206,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:57:45,3600.0000067055225,4.17497,0.0,-9.928149999999999,0.0
2017-06-11 14:58:45,3659.999007359147,4.17433,0.0,-10.1460292,0.0
2017-06-11 14:59:45,3720.0010053813457,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:00:45,3780.0000060349703,4.17433,0.0,-9.940246,0.0
2017-06-11 15:01:45,3840.0000024586916,4.17433,0.0,-10.158135999999999,0.0
2017-06-11 15:02:45,3900.0010047107935,4.17433,0.0,-10.158135999999999,0.0
2017-06-11 15:03:45,3959.9989995360374,4.17433,0.0,-10.158135999999999,0.0
2017-06-11 15:04:45,4019.998000189662,4.17433,0.0,-9.940246,0.0
2017-06-11 15:05:45,4079.999002441764,4.17433,0.0,-10.158135999999999,0.0
2017-06-11 15:06:45,4139.998003095388,4.17433,0.0,-9.9160432,0.0
2017-06-11 15:07:45,4199.99799951911,4.17433,0.0,-10.158135999999999,0.0
2017-06-11 15:08:45,4260.001003369689,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:09:45,4319.998002424836,4.17433,0.0,-10.158135999999999,0.0
2017-06-11 15:10:45,4380.000000447035,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:11:45,4440.001002699137,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:12:45,4499.998001754284,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:13:45,4559.999999776483,4.17433,0.0,-9.9160432,0.0
2017-06-11 15:14:45,4620.000006258488,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:15:45,4679.999006912112,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:16:45,4740.001004934311,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:17:45,4800.002007186413,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:18:45,4859.99900624156,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:19:45,4919.9980068951845,4.17433,0.0,-10.158135999999999,0.0
2017-06-11 15:20:45,4980.000004917383,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:21:45,5039.999005571008,4.17433,0.0,-9.928149999999999,0.0
2017-06-11 15:22:45,5100.00000782311,4.17369,0.0,-9.928149999999999,0.0
2017-06-11 15:23:45,5160.003001615405,4.17433,0.0,-9.928149999999999,0.0
