Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-11-30 01:23:23,0.0,0.0,4.18632,-0.04597,-0.63095,-0.0,0.0,0.0,1.0047013204953392,0
2018-11-30 01:23:24,0.0100000000000363,0.6000000000021828,4.17941,-0.09706,-0.63095,-2e-05,2.805555555621848e-05,-1.52514888889504e-05,0.9999949893664876,1
2018-11-30 01:23:25,0.0250500000000101,1.5030000000006112,4.17756,-0.09706,-0.63095,-4e-05,2.8055555555207928e-05,-3.959737222224136e-05,0.9999856114622804,2
2018-11-30 01:23:26,0.0433333333333697,2.600000000002183,4.17705,-0.09706,-0.63095,-7e-05,2.805555555621848e-05,-6.889424444450853e-05,0.9999743264636006,3
2018-11-30 01:23:27,0.0583500000000033,3.501000000000204,4.17672,-0.09706,-0.63095,-9e-05,2.722222222170482e-05,-9.31862055555663e-05,0.9999649693299454,4
2018-11-30 01:23:28,0.0766833333333731,4.6010000000023865,4.17655,-0.09706,-0.63095,-0.00012,2.833333333405285e-05,-0.0001226350722222,0.9999536257838176,5
2018-11-30 01:23:29,0.0916833333333367,5.501000000000204,4.17638,-0.09706,-0.63095,-0.00015,2.8611111110876665e-05,-0.0001469000722222,0.9999442790354384,6
2018-11-30 01:23:30,0.1100333333333158,6.601999999998952,4.17621,-0.09706,-0.63095,-0.00018,2.833333333304229e-05,-0.0001765152777777,0.9999328714164594,7
2018-11-30 01:23:31,0.12501666666667,7.501000000000204,4.17604,-0.09706,-0.63095,-0.0002,2.8055555555207928e-05,-0.0002006089611111,0.9999235906583448,8
2018-11-30 01:23:32,0.1434166666666594,8.604999999999563,4.17587,-0.0945,-0.63095,-0.00023,2.944444444437977e-05,-0.0002300127833333,0.9999122644630966,9
2018-11-30 01:23:33,0.1583666666666734,9.502000000000407,4.17571,-0.09706,-0.63095,-0.00025,2.8611111110876665e-05,-0.0002538441888889,0.999903084732981,10
2018-11-30 01:23:34,0.1750333333333401,10.502000000000407,4.17571,-0.09706,-0.63095,-0.00028,2.833333333304229e-05,-0.0002806645,0.9998927536924118,11
2018-11-30 01:23:35,0.1916666666666666,11.5,4.17554,-0.0945,-0.63095,-0.0003,2.694444444387045e-05,-0.0003072211111111,0.999882524227674,12
2018-11-30 01:23:36,0.2083833333333435,12.503000000000611,4.17537,-0.0945,-0.52579,-0.00033,2.8055555555207928e-05,-0.0003339807944444,0.9998722165406008,13
2018-11-30 01:23:37,0.2250500000000102,13.503000000000611,4.17537,-0.0945,-0.63095,-0.00036,2.8611111110876665e-05,-0.0003606624388889,0.999861938913691,14
2018-11-30 01:23:38,0.2417166666666768,14.503000000000611,4.1752,-0.0945,-0.63095,-0.00038,2.8611111110876665e-05,-0.0003875503055555,0.9998515818510828,15
2018-11-30 01:23:39,0.2583500000000034,15.501000000000204,4.17503,-0.09706,-0.63095,-0.00041,2.833333333304229e-05,-0.0004141830055555,0.9998413230773116,16
2018-11-30 01:23:40,0.2750333333333401,16.502000000000407,4.17503,-0.09706,-0.63095,-0.00044,2.8611111110876665e-05,-0.0004409648555555,0.9998310068517572,17
