TimeStamp,Voltage,Current,Ah,Wh,Power,Battery_Temp_degC,Time,Chamber_Temp_degC
6/2/2017 4:58:14 AM,4.1748,-0.02368,0.0,0.0,-0.098859264,0.5508556,0.0,
6/2/2017 4:58:14 AM,4.17223,-0.05226,-0.0,-0.0,-0.2180407398,0.5508556,0.10200105607509613,
6/2/2017 4:58:14 AM,4.17094,-0.06206,-0.0,-1e-05,-0.2588485364,0.5508556,0.19700154662132263,
6/2/2017 4:58:14 AM,4.16965,-0.06533,-0.0,-2e-05,-0.2724032345,0.5508556,0.29999837279319763,
6/2/2017 4:58:14 AM,4.16901,-0.06615,-1e-05,-2e-05,-0.27578001150000003,0.5508556,0.395994633436203,
6/2/2017 4:58:14 AM,4.16772,-0.06615,-1e-05,-3e-05,-0.275694678,0.5508556,0.5010031163692474,
6/2/2017 4:58:14 AM,4.16708,-0.06615,-1e-05,-4e-05,-0.27565234200000005,0.5508556,0.5979951471090317,
6/2/2017 4:58:14 AM,4.16644,-0.06615,-1e-05,-5e-05,-0.27561000599999996,0.5508556,0.6960030645132065,
6/2/2017 4:58:15 AM,4.16579,-0.06615,-1e-05,-5e-05,-0.27556700850000004,0.5508556,0.8019972592592239,
6/2/2017 4:58:15 AM,4.16515,-0.06696,-2e-05,-6e-05,-0.278898444,0.5508556,0.898999348282814,
6/2/2017 4:58:15 AM,4.16515,-0.06696,-2e-05,-7e-05,-0.278898444,0.5508556,0.996997207403183,
6/2/2017 4:58:15 AM,4.16451,-0.06696,-2e-05,-8e-05,-0.2788555896,0.5508556,1.1019956320524216,
6/2/2017 4:58:15 AM,4.16386,-0.06696,-2e-05,-9e-05,-0.2788120656,0.5508556,1.2030009180307388,
6/2/2017 4:58:15 AM,4.16386,-0.06615,-2e-05,-9e-05,-0.275439339,0.5621776999999999,1.2989971786737442,
6/2/2017 4:58:15 AM,4.16322,-0.06615,-2e-05,-0.0001,-0.275397003,0.5621776999999999,1.3980008661746979,
6/2/2017 4:58:15 AM,4.16322,-0.06615,-3e-05,-0.00011,-0.275397003,0.5508556,1.5020035207271576,
6/2/2017 4:58:15 AM,4.16258,-0.06696,-3e-05,-0.00012,-0.2787263568,0.5508556,1.602998748421669,
6/2/2017 4:58:15 AM,4.16258,-0.06615,-3e-05,-0.00012,-0.275354667,0.5508556,1.7020024359226227,
6/2/2017 4:58:16 AM,4.16258,-0.06615,-3e-05,-0.00013,-0.275354667,0.5508556,1.8020018935203552,
6/2/2017 4:58:16 AM,4.16258,-0.06615,-3e-05,-0.00014,-0.275354667,0.5508556,1.8999997526407242,
6/2/2017 4:58:16 AM,4.16193,-0.06615,-4e-05,-0.00015,-0.2753116695,0.5621776999999999,2.004002407193184,
6/2/2017 4:58:16 AM,4.16193,-0.06696,-4e-05,-0.00015,-0.2786828328,0.5621776999999999,2.0949997007846832,
6/2/2017 4:58:16 AM,4.16193,-0.06696,-4e-05,-0.00016,-0.2786828328,0.5508556,2.1959949284791946,
