Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-12-15 07:14:36,0.0,0.0,4.18565,-0.03831,-10.09522,-0.0,0.0,0.0,1.0084227383025035,0
2018-12-15 07:14:37,0.0083833333334041,0.5030000000042492,4.17537,-0.0945,-10.09522,-1e-05,2.8611111111887213e-05,-1.2701688888991015e-05,0.9999959079585964,1
2018-12-15 07:14:38,0.0250333333333401,1.5020000000004077,4.16778,-0.0945,-10.09522,-4e-05,2.8611111109866117e-05,-3.9140194444448086e-05,0.9999855849739936,2
2018-12-15 07:14:39,0.0417000000000067,2.5020000000004075,4.16424,-0.0945,-9.99006,-7e-05,2.777777777737356e-05,-6.567535000000741e-05,0.999975224252142,3
2018-12-15 07:14:40,0.058350000000064,3.5010000000038417,4.16239,-0.09706,-9.99006,-9e-05,2.8611111111887213e-05,-9.247367777787856e-05,0.9999647607739984,4
2018-12-15 07:14:41,0.0766666666667636,4.600000000005821,4.16138,-0.0945,-9.99006,-0.00012,2.7777777779394657e-05,-0.0001216082944445,0.999953385085663,5
2018-12-15 07:14:42,0.0933333333334303,5.600000000005821,4.1607,-0.0945,-9.99006,-0.00015,2.805555555621848e-05,-0.0001482159833334,0.9999429960429792,6
2018-12-15 07:14:43,0.110000000000097,6.600000000005821,4.16037,-0.0945,-9.99006,-0.00018,2.805555555621848e-05,-0.0001748229611112,0.9999326072779504,7
2018-12-15 07:14:44,0.1250166666667307,7.501000000003842,4.16003,-0.09706,-9.99006,-0.0002,2.6944444444881e-05,-0.0001987572333334,0.9999232620778932,8
2018-12-15 07:14:45,0.1434500000000601,8.607000000003609,4.15986,-0.09706,-9.99006,-0.00023,3.0000000000048505e-05,-0.0002282932,0.999911729681386,9
2018-12-15 07:14:46,0.158350000000064,9.501000000003842,4.15952,-0.0945,-9.99006,-0.00025,2.8611111111887213e-05,-0.0002520408777778,0.9999024573376248,10
2018-12-15 07:14:47,0.1766833333333731,10.601000000002388,4.11165,-0.44697,-9.99006,-0.00034,2.833333333304229e-05,-0.000342880347222,0.999866988825896,11
2018-12-15 07:14:48,0.1917166666667374,11.50300000000425,4.0117,-1.15445,-9.99006,-0.00054,2.6944444444881e-05,-0.0005598155750001,0.99978228589095,12
2018-12-15 07:14:49,0.2100166666667064,12.601000000002388,3.90753,-1.91557,-9.99006,-0.00101,2.833333333304229e-05,-0.0010432059777772,0.9995935448263508,13
2018-12-15 07:14:50,0.2250500000000708,13.50300000000425,3.82628,-2.715,-9.99006,-0.00159,2.8611111111887213e-05,-0.0016394217083339,0.9993607508133344,14
2018-12-15 07:14:51,0.2417500000000776,14.505000000004657,3.74773,-3.55785,-9.99006,-0.00245,2.944444444437977e-05,-0.0025182000638901,0.9990176294740988,15
2018-12-15 07:14:52,0.258350000000064,15.501000000003842,3.67155,-4.45178,-9.99006,-0.00354,2.6388888889212265e-05,-0.0036324301000007,0.9985825754018298,16
2018-12-15 07:14:53,0.2750166666667307,16.50100000000384,3.59519,-5.40701,-9.99006,-0.0049,2.8611111111887213e-05,-0.0050078953527782,0.9980455213464804,17
2018-12-15 07:14:54,0.2916833333333973,17.50100000000384,3.51833,-6.42609,-9.99006,-0.00653,2.805555555621848e-05,-0.0066557157194451,0.9974021255146924,18
2018-12-15 07:14:55,0.308350000000064,18.50100000000384,3.72565,-3.14919,-10.09522,-0.00787,2.805555555621848e-05,-0.0079038972250019,0.9969147697359708,19
2018-12-15 07:14:56,0.3250333333333401,19.502000000000407,3.73442,-3.11854,-10.09522,-0.00874,2.8055555554197377e-05,-0.0087739928055545,0.99657503860926,20
2018-12-15 07:14:57,0.3416833333333973,20.50100000000384,3.53855,-5.9357,-9.99006,-0.00998,2.833333333304229e-05,-0.0100918128361117,0.9960604922837876,21
2018-12-15 07:14:58,0.3583833333334041,21.50300000000425,3.64289,-4.14018,-9.99006,-0.01139,2.8611111111887213e-05,-0.0114514030194461,0.9955296366913988,22
2018-12-15 07:14:59,0.3750500000000708,22.50300000000425,3.79746,-2.13011,-9.99006,-0.01226,2.833333333304229e-05,-0.0122729385805574,0.9952088659530484,23
2018-12-15 07:15:00,0.3917000000000067,23.502000000000407,3.68672,-3.66256,-9.8849,-0.01306,2.6666666666036084e-05,-0.0131093827944423,0.9948822740916884,24
2018-12-15 07:15:01,0.4083666666666735,24.502000000000407,3.84904,-1.55544,-9.8849,-0.01379,2.8611111109866117e-05,-0.0137801610972231,0.9946203669246252,25
2018-12-15 07:15:02,0.4250333333333401,25.502000000000407,3.82072,-2.04838,-9.8849,-0.01428,2.833333333304229e-05,-0.0142832223583342,0.9944239453212268,26
2018-12-15 07:15:03,0.4433500000000397,26.601000000002387,3.81499,-2.09435,-9.8849,-0.01492,2.805555555621848e-05,-0.0149163589388909,0.994176735464423,27
2018-12-15 07:15:04,0.4600500000000466,27.603000000002798,3.95102,-0.67939,-9.8849,-0.01527,2.888888888871103e-05,-0.0152357612166696,0.9940520239980865,28
2018-12-15 07:15:05,0.4750166666667307,28.50100000000384,3.92388,-1.13402,-9.8849,-0.0155,2.722222222170482e-05,-0.0154720956250032,0.9939597466016508,29
2018-12-15 07:15:06,0.4916833333333973,29.50100000000384,3.91983,-1.14423,-9.8849,-0.01581,2.833333333304229e-05,-0.0157885843972254,0.9938361727212844,30
2018-12-15 07:15:07,0.508350000000064,30.50100000000384,3.9913,-0.45207,-9.8849,-0.01604,2.722222222170482e-05,-0.0160054025888921,0.9937515154833988,31
2018-12-15 07:15:08,0.5250500000000708,31.50300000000425,4.03631,-0.22221,-9.8849,-0.01614,2.805555555621848e-05,-0.0160970278444476,0.9937157401593992,32
2018-12-15 07:15:09,0.5417166666667375,32.50300000000425,3.90551,-1.58098,-9.8849,-0.01637,2.833333333304229e-05,-0.0163592389722261,0.9936133591292372,33
2018-12-15 07:15:10,0.5583666666666735,33.50200000000041,3.94579,-0.90415,-9.8849,-0.01673,2.777777777737356e-05,-0.0167011912138912,0.993479842969704,34
2018-12-15 07:15:11,0.5750333333333402,34.50200000000041,4.04996,-0.01532,-9.77974,-0.01686,2.8611111109866117e-05,-0.0168213493777808,0.9934329268959826,35
2018-12-15 07:15:12,0.5917000000000068,35.50200000000041,4.01254,-0.64874,-9.77974,-0.01695,2.8611111109866117e-05,-0.0169180574111134,0.9933951669879214,36
2018-12-15 07:15:13,0.6083833333334041,36.50300000000425,3.99754,-0.64874,-9.77974,-0.01713,2.805555555621848e-05,-0.0170987265055586,0.9933246242609046,37
2018-12-15 07:15:14,0.6250166666667307,37.50100000000384,4.01996,-0.42653,-9.8849,-0.01728,2.6944444444881e-05,-0.0172453639444474,0.9932673692840434,38
2018-12-15 07:15:15,0.6417000000000068,38.50200000000041,3.98085,-0.85817,-9.77974,-0.01745,2.8055555554197377e-05,-0.0174252243222243,0.9931971423225942,39
2018-12-15 07:15:16,0.6599833333333663,39.59900000000198,3.96922,-0.86328,-9.67458,-0.01771,2.805555555621848e-05,-0.017687511580558,0.9930947315670552,40
2018-12-15 07:15:17,0.6750333333333401,40.50200000000041,3.96787,-0.86328,-9.67458,-0.01793,2.8611111109866117e-05,-0.0179039822722243,0.9930102100114658,41
2018-12-15 07:15:18,0.6916833333333974,41.50100000000384,3.96737,-0.86073,-9.67458,-0.01817,2.833333333304229e-05,-0.0181431174722251,0.9929168390384966,42
2018-12-15 07:15:19,0.708350000000064,42.50100000000384,3.9672,-0.86328,-9.67458,-0.01841,2.6944444444881e-05,-0.0183829174722251,0.9928232084926046,43
2018-12-15 07:15:20,0.725,43.5,4.01355,-0.41887,-9.67458,-0.01859,2.6666666666036084e-05,-0.0185588579333356,0.9927545120730122,44
2018-12-15 07:15:21,0.7416833333333973,44.50100000000384,3.95725,-1.07527,-9.67458,-0.01879,2.833333333304229e-05,-0.0187701508250026,0.9926720122031628,45
2018-12-15 07:15:22,0.7583833333334041,45.50300000000425,3.94225,-1.08804,-9.67458,-0.01909,2.805555555621848e-05,-0.0190715001694472,0.9925543495525184,46
2018-12-15 07:15:23,0.7750500000000708,46.50300000000425,3.89505,-1.55544,-9.67458,-0.01945,2.8611111111887213e-05,-0.0194419192555587,0.992409718438084,47
2018-12-15 07:15:24,0.7916833333333974,47.50100000000384,4.01928,-0.20944,-9.67458,-0.0197,2.833333333304229e-05,-0.019648359077781,0.9923291134620686,48
2018-12-15 07:15:25,0.8099666666667569,48.59800000000541,4.02973,-0.41632,-9.77974,-0.0198,2.722222222372592e-05,-0.0197481433638923,0.9922901524229526,49
2018-12-15 07:15:26,0.8250333333333402,49.50200000000041,3.98321,-0.85051,-9.77974,-0.01995,2.833333333304229e-05,-0.0199175696888915,0.9922239994650788,50
2018-12-15 07:15:27,0.8417000000000068,50.50200000000041,3.97124,-0.85562,-9.77974,-0.02019,2.833333333304229e-05,-0.0201546768222248,0.9921314203561176,51
2018-12-15 07:15:28,0.8583333333333333,51.5,4.01557,-0.41376,-9.77974,-0.02037,2.833333333304229e-05,-0.0203268417750026,0.9920641980937656,52
2018-12-15 07:15:29,0.8750166666667307,52.50100000000384,4.02956,-0.4061,-9.77974,-0.02049,2.722222222170482e-05,-0.0204404731222253,0.9920198304329196,53
2018-12-15 07:15:30,0.8933500000000397,53.60100000000239,4.00917,-0.61554,-9.67458,-0.02064,2.833333333304229e-05,-0.0206008809666696,0.9919571987646932,54
2018-12-15 07:15:31,0.9083833333334042,54.50300000000425,4.19338,1.03697,-9.67458,-0.02058,2.8611111111887213e-05,-0.0204995417833364,0.991995892212448,55
2018-12-15 07:15:32,0.925,55.5,4.19995,0.45463,-9.67458,-0.0204,2.777777777737356e-05,-0.0203364892388927,0.9920586221008956,56
2018-12-15 07:15:33,0.9433500000000398,56.60100000000239,4.19995,0.4061,-9.67458,-0.02027,2.833333333304229e-05,-0.0202073256611146,0.992108314160919,57
2018-12-15 07:15:34,0.9583333333333334,57.5,4.19995,0.38567,-9.67458,-0.02018,2.777777777737356e-05,-0.0201090283527815,0.9921461312904062,58
2018-12-15 07:15:35,0.9766833333333732,58.60100000000239,4.19995,0.37035,-9.67458,-0.02006,2.833333333304229e-05,-0.0199937101361146,0.9921904967364784,59
2018-12-15 07:15:36,0.9933000000000902,59.59800000000541,4.19979,0.35758,-9.67458,-0.01996,2.750000000054974e-05,-0.0198931910055587,0.9922291686496836,60
2018-12-15 07:15:37,1.0099666666667568,60.59800000000541,4.19995,0.34736,-9.67458,-0.01986,2.7777777779394657e-05,-0.0197953507833365,0.9922668099281232,61
2018-12-15 07:15:38,1.0266999999999826,61.60199999999895,4.19979,0.33714,-9.67458,-0.01977,2.8611111109866117e-05,-0.0196998279777816,0.9923035596455664,62
2018-12-15 07:15:39,1.0433500000000395,62.60100000000239,4.19995,0.32948,-9.67458,-0.01967,2.833333333304229e-05,-0.0196071255777812,0.9923392242911606,63
2018-12-15 07:15:40,1.0599666666667569,63.59800000000541,4.19979,0.32437,-9.67458,-0.01958,2.750000000054974e-05,-0.0195166503833365,0.9923740320819506,64
2018-12-15 07:15:41,1.0750333333333402,64.50200000000041,4.19995,0.31926,-9.67458,-0.0195,2.888888888871103e-05,-0.0194363331750036,0.99240493187279,65
2018-12-15 07:15:42,1.0916666666666666,65.5,4.19995,0.3116,-9.67458,-0.01941,2.8055555554197377e-05,-0.0193493878000037,0.9924383816646554,66
2018-12-15 07:15:43,1.108350000000064,66.50100000000384,4.19625,0.2784,-9.67458,-0.01933,2.777777777737356e-05,-0.0192691379305589,0.992469255548748,67
2018-12-15 07:15:44,1.1250166666667307,67.50100000000384,4.15497,-0.06896,-9.67458,-0.0193,2.833333333304229e-05,-0.0192476461638925,0.99247747112502,68
