Timestamp,Time [min],Time [s],Voltage [V],Current [A],Temperature [degC],Capacity [Ah],Time_diff,Cumulative_Capacity_Ah,SOC [-],Rounded_Time
2018-11-15 22:19:01,0.0,0.0,4.17368,-1.10337,9.04363,-3e-05,0.0,0.0,1.0001592149995413,0
2018-11-15 22:19:01,0.0083666666667947,0.5020000000076834,4.13643,-1.04462,9.04363,-0.00018,2.8611111111887213e-05,-0.0001460866083355,0.9999557851602444,1
2018-11-15 22:19:02,0.0266666666667636,1.6000000000058208,4.13373,-0.99609,9.04363,-0.00049,2.833333333304229e-05,-0.0004567013111128,0.999838410841264,2
2018-11-15 22:19:03,0.0432833333334807,2.597000000008848,4.11351,-1.38432,9.04363,-0.00083,2.7777777779394657e-05,-0.000799557369447,0.999708853238242,3
2018-11-15 22:19:04,0.0599500000001474,3.597000000008848,3.99332,-4.08143,9.04363,-0.00173,2.7777777779394657e-05,-0.0016993548972279,0.9993688399642426,4
2018-11-15 22:19:05,0.0766833333334943,4.601000000009663,3.9259,-5.58324,9.04363,-0.00314,2.916666666957705e-05,-0.0031172956777876,0.9988330319938382,5
2018-11-15 22:19:06,0.0932833333334808,5.597000000008848,4.13087,-0.52359,9.04363,-0.00371,2.750000000054974e-05,-0.0036811925305585,0.9986199480397387,6
2018-11-15 22:19:07,0.1099500000001474,6.597000000008848,3.84853,-7.60608,9.04363,-0.0052,2.750000000054974e-05,-0.0051804800444568,0.9980534009660608,7
2018-11-15 22:19:08,0.126650000000033,7.599000000001979,4.1398,-0.10727,9.04363,-0.00587,2.833333333304229e-05,-0.0058465304694618,0.997801715471644,8
2018-11-15 22:19:09,0.1432833333334807,8.597000000008848,3.97478,-4.07377,9.04363,-0.00666,2.722222222170482e-05,-0.0066359363777998,0.9975034167109544,9
2018-11-15 22:19:10,0.158350000000064,9.501000000003842,4.19962,1.10082,9.04363,-0.00679,2.8888888886689933e-05,-0.0067601406555675,0.997455049928974,10
2018-11-15 22:19:11,0.1766333333333022,10.597999999998136,4.06058,-2.10202,9.04363,-0.00707,2.777777777535246e-05,-0.0070463706250054,0.997346182707226,11
2018-11-15 22:19:12,0.1916666666666666,11.5,4.11469,-0.78666,9.04363,-0.00738,2.777777777535246e-05,-0.0073552813472305,0.9972294522842204,12
2018-11-15 22:19:13,0.2100166666668277,12.601000000009662,3.98574,-3.80559,8.93848,-0.0082,2.888888889073213e-05,-0.0081773648805669,0.9969188053830668,13
2018-11-15 22:19:14,0.2266166666668141,13.597000000008848,4.01507,-2.91677,9.04363,-0.00909,2.750000000054974e-05,-0.0090605882583434,0.9965850551080564,14
2018-11-15 22:19:15,0.2433166666666996,14.59900000000198,4.08957,-1.16211,9.14879,-0.00957,2.777777777535246e-05,-0.0095432469777857,0.996402669219726,15
2018-11-15 22:19:16,0.2600166666668277,15.601000000009662,4.07491,-1.54267,9.14879,-0.00996,2.833333333304229e-05,-0.0099328713638998,0.9962554389161716,16
2018-11-15 22:19:17,0.2766000000000834,16.596000000005006,3.96501,-4.1555,9.14879,-0.01088,2.750000000054974e-05,-0.010859654322229,0.9959052284541298,17
2018-11-15 22:19:18,0.2917333333333469,17.504000000000815,3.97546,-3.73152,9.14879,-0.01186,2.916666666553485e-05,-0.0118457588750021,0.995532601694062,18
2018-11-15 22:19:19,0.308350000000064,18.50100000000384,3.98995,-3.29222,9.14879,-0.01284,2.916666666553485e-05,-0.0128150580138948,0.995166325322407,19
2018-11-15 22:19:20,0.3266333333333023,19.597999999998137,4.0621,-1.54012,9.14879,-0.01351,2.8055555554197377e-05,-0.0134814269277835,0.9949145194781952,20
2018-11-15 22:19:21,0.3432666666667501,20.59600000000501,4.02923,-2.35742,9.14879,-0.01407,2.6944444442859904e-05,-0.0140494110833422,0.9946998910241832,21
2018-11-15 22:19:22,0.3600166666668277,21.601000000009662,4.12143,-0.2503,9.14879,-0.01432,2.833333333304229e-05,-0.0142968458611203,0.9946063909796776,22
2018-11-15 22:19:23,0.375050000000192,22.503000000011525,3.94866,-4.47732,9.14879,-0.01507,2.944444444437977e-05,-0.0150572166388973,0.9943190639426238,23
2018-11-15 22:19:24,0.3933333333334303,23.60000000000582,4.06277,-1.45583,9.14879,-0.01586,2.833333333304229e-05,-0.015835829844445,0.9940248435018876,24
2018-11-15 22:19:25,0.4099833333333663,24.59900000000198,3.95944,-4.02014,9.14879,-0.01675,2.750000000054974e-05,-0.0167302585472138,0.9936868589862629,25
2018-11-15 22:19:26,0.4266166666668141,25.597000000008848,4.07862,-1.02419,9.14879,-0.01729,2.722222222170482e-05,-0.0172665090499992,0.9934842219668152,26
2018-11-15 22:19:27,0.441700000000128,26.502000000007683,3.96113,-3.97672,9.14879,-0.01803,2.916666666553485e-05,-0.0180131774499958,0.9932020727505346,27
